"person","item_MR05","item_MR01","item_MR08","item_MR07","item_MR02","item_MR03","item_MR04","item_MR10","item_MR09","item_MR06"
2337,0,1,1,0,0,1,1,0,0,0
2338,1,1,1,1,1,0,1,0,0,1
2339,0,0,0,0,0,0,0,0,0,0
2343,0,1,0,0,0,1,0,0,0,0
2349,0,0,0,0,0,0,0,0,0,0
2350,0,0,0,0,0,0,0,0,0,0
2351,0,1,0,0,1,1,0,0,0,0
2353,0,1,1,0,0,1,1,0,0,1
2355,0,1,1,0,1,1,1,1,1,1
2357,0,1,0,0,0,0,0,0,0,0
2358,0,0,0,0,0,0,0,0,0,0
2359,1,1,0,0,1,1,0,0,0,0
2361,1,1,1,0,1,1,1,0,0,1
2362,0,0,0,0,0,0,0,0,0,0
2365,1,1,1,0,1,1,1,0,1,1
2366,0,0,0,0,0,0,0,0,0,0
2367,1,1,1,1,1,1,1,1,1,1
2369,0,1,1,0,1,0,0,0,1,0
2370,1,1,1,1,1,1,1,0,1,0
2371,1,1,1,0,0,1,1,1,1,1
2372,0,1,0,0,0,0,0,0,0,0
2373,0,0,0,0,0,0,0,0,0,0
2375,1,1,1,1,1,1,1,1,1,1
2379,0,0,0,0,0,0,0,0,0,0
2380,0,1,0,1,0,1,1,0,0,0
2382,0,1,0,0,0,1,1,0,0,0
2384,1,0,0,0,1,1,1,0,0,0
2385,0,1,0,0,0,0,0,0,0,0
2386,0,1,0,0,0,1,1,0,0,0
2387,0,1,0,0,1,1,1,0,0,1
2389,1,1,1,1,1,1,1,1,1,1
2390,1,1,1,1,1,1,1,0,1,1
2392,1,1,0,0,1,1,1,0,1,0
2393,0,1,0,0,0,0,0,0,0,0
2394,1,1,1,1,1,1,1,1,1,1
2396,0,1,1,1,1,1,1,1,1,1
2397,1,1,1,1,1,1,1,1,1,1
2398,1,1,1,1,1,1,1,0,1,1
2399,1,1,1,0,1,1,0,0,0,1
2400,0,1,1,1,1,1,1,1,0,1
2401,0,1,0,0,0,1,1,0,0,1
2403,1,1,1,1,1,1,0,0,1,0
2404,0,0,0,0,0,0,0,0,0,0
2405,0,0,0,0,0,0,0,0,0,0
2407,1,1,1,1,1,0,0,0,1,0
2408,1,1,1,1,1,1,1,1,1,1
2409,0,1,0,0,0,1,0,0,0,0
2410,0,0,0,0,0,0,0,0,0,0
2412,0,0,0,0,0,0,0,0,0,0
2413,0,1,0,0,0,1,1,0,0,0
2414,0,1,0,0,0,1,0,0,0,1
2415,0,1,0,0,0,1,0,0,0,0
2416,0,0,0,0,0,0,0,0,0,0
2417,0,0,0,0,0,0,0,0,0,0
2418,0,0,0,0,0,0,0,0,0,0
2419,0,1,0,0,0,1,1,0,0,0
2420,0,0,0,0,0,0,0,0,0,0
2421,0,0,0,0,0,0,0,0,0,0
2422,0,1,0,0,0,0,0,0,0,0
2423,0,1,1,1,0,1,1,0,1,0
2425,0,1,0,0,0,0,0,0,0,0
2427,0,1,0,0,1,1,1,0,0,0
2428,0,0,NA,0,0,0,0,NA,NA,0
2429,0,1,0,1,1,1,1,0,0,0
2431,0,1,0,0,0,0,0,0,0,0
2433,0,0,0,1,0,0,1,0,0,1
2434,0,NA,0,0,0,1,1,0,0,0
2435,0,1,0,0,0,1,1,0,0,1
2436,0,1,0,0,0,0,0,0,0,0
2437,0,1,0,0,1,0,0,0,0,0
2438,0,1,0,0,0,0,0,0,0,0
2439,0,1,0,0,0,0,0,0,0,0
2441,0,1,0,0,0,1,0,0,0,1
2442,0,0,0,0,0,0,0,0,0,0
2443,0,0,0,0,0,0,0,0,0,0
2444,0,1,0,0,0,0,0,0,0,0
2445,1,1,1,1,1,1,1,0,0,0
2446,1,1,1,0,1,0,0,0,0,1
2448,0,1,0,0,0,1,0,0,0,0
2449,1,1,0,0,0,0,0,0,0,0
2450,0,0,0,0,0,0,0,0,0,0
2451,1,1,1,0,1,1,1,0,1,1
2453,1,1,0,1,1,1,0,0,1,1
2454,1,1,1,1,1,1,1,1,0,1
2455,0,0,0,0,0,0,0,0,0,0
2457,0,0,0,0,1,0,0,0,0,0
2458,1,1,0,1,1,1,1,1,0,1
2459,0,0,0,0,0,0,1,0,0,0
2460,0,1,0,0,1,1,1,0,0,1
2463,0,0,0,0,0,0,0,0,0,0
2465,0,1,0,0,0,1,0,0,0,1
2466,0,0,0,0,0,0,0,0,0,0
2467,0,0,0,0,0,0,0,0,0,0
2468,0,0,0,0,0,0,0,0,0,0
2469,1,1,1,1,1,1,0,1,0,1
2470,1,1,1,1,1,1,1,0,0,1
2471,0,1,0,0,0,0,0,0,0,0
2473,1,1,1,1,1,1,1,0,0,1
2474,1,1,1,0,1,1,1,0,1,1
2475,0,0,0,0,0,0,0,0,0,0
2477,0,1,0,0,0,0,0,0,0,0
2479,0,0,0,0,0,0,0,0,0,0
2480,0,1,0,0,0,NA,0,0,0,0
2481,0,0,0,0,0,0,0,0,0,0
2482,1,1,1,1,0,1,1,0,0,1
2483,0,1,0,0,0,0,0,0,0,0
2484,0,1,1,1,0,1,1,1,0,0
2487,0,1,0,0,0,0,0,0,0,0
2489,0,0,0,0,0,0,0,0,0,0
2490,0,0,NA,0,0,0,0,0,0,0
2491,1,1,1,1,1,1,1,0,1,1
2492,0,0,0,0,0,0,0,0,0,0
2493,0,0,0,0,0,0,0,0,0,0
2494,0,1,0,0,1,1,1,1,0,1
2495,0,1,0,0,0,1,1,0,0,0
2496,0,1,0,0,0,0,0,0,0,0
2497,0,1,0,0,0,0,0,0,0,0
2500,1,1,1,1,1,1,1,0,1,1
2501,1,1,1,1,1,1,1,1,1,1
2502,0,0,0,0,0,0,0,0,0,0
2503,0,0,0,0,0,0,0,0,0,0
2505,0,0,0,0,0,0,0,0,0,0
2506,1,1,1,1,1,1,1,1,1,1
2507,1,1,1,1,1,1,0,1,1,1
2508,1,1,1,1,1,1,1,0,1,1
2511,0,0,0,0,0,0,0,0,0,0
2512,0,1,0,0,0,0,0,0,0,0
2513,0,1,0,0,0,1,0,1,0,0
2514,0,1,0,0,0,0,0,0,0,0
2516,0,0,0,0,0,0,0,0,0,0
2517,0,1,0,0,0,0,0,0,0,0
2518,0,0,0,0,0,0,0,0,0,0
2519,0,0,0,0,0,0,0,0,0,0
2520,0,0,0,0,0,0,0,0,0,0
2521,0,1,0,0,0,0,0,0,0,0
2522,1,1,1,1,1,1,1,1,1,1
2523,0,0,0,0,0,0,0,0,0,0
2524,0,1,0,1,1,1,1,0,0,1
2525,1,1,0,1,1,1,0,0,0,1
2526,0,1,0,0,1,1,1,0,0,0
2528,0,0,0,0,0,0,0,0,0,0
2531,1,1,1,1,1,1,1,1,1,1
2532,1,1,1,1,1,1,1,1,1,0
2533,0,0,0,0,0,0,0,0,0,0
2534,0,0,0,0,0,0,0,0,0,0
2536,0,0,0,0,0,1,0,0,0,1
2539,0,1,0,0,1,0,1,0,0,1
2541,0,0,0,0,0,0,0,0,0,0
2542,0,0,0,0,0,0,0,0,0,0
2544,0,1,1,0,1,1,0,0,0,1
2545,0,1,0,0,0,0,0,0,0,1
2547,0,0,0,0,0,0,0,0,0,0
2548,0,1,0,0,0,0,0,0,0,0
2550,1,1,1,1,1,1,1,1,1,1
2551,0,0,0,0,0,0,0,0,0,0
2553,1,1,1,1,1,1,1,1,0,1
2554,1,1,1,1,1,1,1,0,1,1
2555,1,1,1,1,1,1,1,0,1,1
2556,0,1,1,0,1,1,1,0,1,1
2557,0,0,0,0,0,0,0,0,0,0
2559,0,1,0,0,1,1,0,0,0,0
2560,0,1,0,0,0,0,0,0,0,0
2561,0,1,0,0,0,0,0,0,0,0
2562,0,1,0,0,1,1,1,0,0,0
2563,0,1,1,0,1,1,1,1,1,1
2564,0,0,0,0,0,0,0,0,0,0
2565,1,1,1,1,1,1,1,1,1,1
2567,0,0,0,0,0,0,0,0,0,0
2568,0,0,0,0,0,0,0,0,0,0
2569,0,0,0,0,0,0,0,0,0,0
2570,0,1,0,0,0,0,0,0,0,0
2571,1,1,1,1,1,1,1,1,1,1
2573,0,1,0,0,0,0,0,0,0,0
2574,1,1,1,1,1,1,1,1,0,1
2575,0,0,0,0,0,0,0,0,0,0
2576,0,1,0,0,0,0,0,0,0,0
2577,0,0,0,0,0,0,0,0,0,0
2578,1,1,1,0,1,1,1,0,0,1
2579,1,1,1,0,1,1,0,0,1,0
2581,0,1,0,0,0,0,0,0,0,0
2583,0,1,0,0,0,0,0,0,0,0
2585,0,1,0,0,0,1,0,0,0,0
2586,0,1,0,0,1,0,1,0,0,1
2587,0,1,1,1,1,1,1,1,0,1
2588,0,0,0,0,0,0,0,0,0,0
2589,1,1,1,0,1,1,1,1,0,1
2590,0,0,0,0,NA,0,0,0,0,0
2591,0,0,0,0,0,0,0,0,0,0
2592,1,1,0,0,0,1,1,0,0,1
2593,0,1,0,1,0,0,0,1,0,0
2594,0,1,0,0,0,0,0,0,0,0
2596,0,1,1,1,0,1,1,0,0,0
2597,0,0,0,0,0,0,0,0,0,0
2599,1,1,0,1,1,0,1,0,1,1
2601,1,1,1,0,0,1,1,0,1,1
2602,0,1,0,0,0,0,0,0,0,0
2603,1,1,1,1,1,1,1,1,1,1
2604,1,1,1,1,1,0,1,1,0,1
2605,1,1,1,0,0,0,1,0,0,1
2607,0,0,0,0,0,0,0,0,0,0
2608,0,0,0,0,0,0,0,0,0,0
2614,0,0,0,0,0,0,0,0,0,0
2620,0,1,0,0,0,0,1,0,0,0
2624,0,0,0,0,0,0,0,0,0,0
2625,1,1,1,1,1,1,1,1,1,1
2628,0,0,0,0,0,0,0,0,0,0
2632,1,1,1,1,1,1,1,0,1,1
2633,0,1,0,0,0,0,0,0,0,0
2634,0,0,0,0,0,0,0,0,0,0
2635,0,1,0,0,0,0,0,0,0,0
2642,0,1,0,0,0,0,1,0,0,0
2643,1,1,1,1,1,1,1,1,1,1
2644,1,1,1,0,1,1,1,0,1,1
2645,1,1,1,1,1,1,1,1,1,1
2646,1,1,1,1,1,1,1,1,1,1
2647,0,0,0,0,0,0,0,0,0,0
2648,0,0,0,0,0,0,0,0,0,0
2649,1,1,0,0,0,1,0,0,0,0
2650,0,0,0,0,0,0,0,0,0,0
2652,1,1,1,1,1,1,0,1,1,1
2653,1,1,1,1,1,1,1,1,1,1
2655,0,1,0,0,0,0,1,0,0,0
2656,0,1,0,0,1,1,0,0,0,0
2657,0,1,0,0,0,1,0,0,0,0
2658,0,1,1,1,1,1,1,1,0,0
2659,1,1,1,1,1,1,1,1,1,1
2660,0,1,1,0,1,1,1,0,1,1
2661,0,0,0,0,0,0,0,0,0,0
2662,0,1,1,1,1,0,0,0,1,1
2663,0,1,0,0,0,1,0,0,0,0
2664,0,1,0,0,0,0,0,0,0,0
2666,0,1,0,0,0,0,0,1,0,0
2668,1,1,1,1,1,1,1,1,1,1
2669,0,1,0,0,0,1,1,0,0,0
2671,0,1,0,0,0,0,0,0,0,0
2672,1,1,1,1,1,1,1,1,0,0
2673,0,0,0,0,0,0,0,0,0,0
2674,1,1,0,1,0,1,0,1,1,1
2675,1,1,0,1,1,1,1,1,1,1
2677,0,1,0,0,0,0,0,0,0,0
2678,0,1,1,1,1,1,1,1,0,1
2681,1,1,1,1,1,1,1,1,1,1
2682,1,1,0,0,0,1,0,0,0,1
2683,1,1,0,0,0,1,0,0,0,1
2684,1,1,1,0,1,0,1,1,0,1
2687,1,1,1,1,1,1,1,1,1,1
2688,1,1,1,1,1,1,1,0,1,1
2689,0,0,0,0,0,0,0,0,0,0
2690,1,1,1,1,1,1,1,1,0,1
2691,0,0,0,0,0,0,0,0,0,0
2692,1,1,1,1,1,1,1,1,NA,1
2693,0,1,0,0,1,0,1,0,0,0
2694,0,1,0,0,0,0,0,0,0,0
2695,1,1,1,1,1,1,1,1,0,1
2696,1,1,1,1,1,1,1,1,1,1
2697,0,1,0,0,0,0,0,0,0,0
2698,1,1,1,1,1,1,1,1,1,1
2699,0,0,0,0,0,0,0,0,0,0
2700,1,1,0,1,1,1,1,0,1,1
2701,1,1,1,1,1,1,1,0,1,1
2703,0,1,0,0,1,1,1,0,0,1
2704,0,0,0,0,0,0,0,0,0,0
2705,1,1,1,0,1,1,1,0,0,0
2706,0,0,0,0,0,0,0,0,0,0
2707,0,1,0,0,0,1,1,0,0,0
2708,0,0,0,0,0,0,0,0,0,0
2709,1,1,1,1,0,1,1,0,0,1
2710,1,1,1,1,1,1,1,1,1,1
2711,0,1,0,0,0,0,0,0,0,0
2712,1,1,1,1,1,1,1,1,1,1
2715,0,1,0,0,0,0,0,0,0,0
2716,0,0,0,0,0,0,0,0,0,0
2717,0,1,0,1,1,1,1,1,1,1
2719,1,1,1,1,1,1,1,0,0,1
2720,1,1,0,0,0,0,1,0,0,0
2722,0,0,0,0,0,0,0,0,0,0
2723,1,1,0,0,0,1,1,0,0,1
2724,0,0,0,0,0,0,0,0,0,0
2726,1,1,1,1,1,1,1,1,1,1
2728,1,1,0,0,1,1,1,0,0,1
2729,0,0,0,0,0,0,0,0,0,0
2730,0,0,0,0,0,1,0,0,0,0
2732,0,1,0,0,0,1,1,0,0,0
2733,1,1,0,0,0,0,1,0,0,1
2735,1,1,0,1,1,1,1,1,0,1
2736,1,1,1,1,1,1,1,1,1,1
2738,1,1,1,1,1,1,1,1,1,1
2741,1,1,1,1,1,1,1,0,1,1
2742,0,1,1,1,1,1,1,0,0,1
2743,1,1,1,1,1,1,1,1,0,1
2744,0,0,0,0,0,0,0,0,0,0
2746,0,0,0,0,0,0,0,0,0,0
2747,1,1,0,1,1,1,1,0,0,1
2748,0,1,0,0,0,1,0,0,0,0
2752,0,0,0,0,0,0,0,0,0,0
2753,0,1,0,0,1,1,1,0,0,0
2757,0,1,0,0,0,0,0,0,0,0
2758,1,1,1,1,1,1,1,0,1,1
2759,0,1,0,0,0,0,0,0,0,0
2760,0,0,0,0,0,0,0,0,0,0
2763,1,1,1,1,1,1,1,0,1,1
2764,1,1,1,1,1,1,1,1,1,1
2766,0,1,0,0,0,0,0,0,0,0
2767,0,1,0,0,0,0,0,0,0,0
2768,0,0,0,0,0,0,0,0,0,0
2771,1,1,1,1,1,1,1,1,1,1
2773,0,1,0,0,0,0,0,0,0,0
2774,0,1,1,0,1,1,1,0,1,1
2775,0,1,0,1,0,1,1,0,0,1
2776,0,1,0,0,0,0,0,0,0,0
2777,0,0,0,0,0,0,0,0,0,0
2778,0,0,0,0,0,0,0,0,0,0
2779,0,1,1,1,1,1,1,0,1,1
2780,0,1,0,0,0,0,0,0,0,0
2781,0,1,0,0,0,0,0,0,0,0
2782,1,1,1,0,1,1,1,0,0,0
2783,1,1,1,1,1,1,1,1,1,1
2784,1,1,1,1,1,1,1,1,1,1
2786,0,0,0,0,0,0,0,0,0,0
2787,0,1,0,0,1,1,0,0,0,1
2788,0,0,0,0,0,0,0,0,0,0
2789,0,1,0,0,0,0,0,0,0,0
2790,1,1,1,1,1,1,1,1,1,1
2793,0,0,0,0,0,0,0,0,0,0
2794,1,1,1,1,1,1,1,1,1,1
2795,0,1,0,0,NA,0,0,0,0,0
2798,1,1,1,1,1,1,1,1,0,1
2799,0,1,0,1,0,1,1,0,0,1
2800,1,1,1,1,1,1,1,0,1,1
2804,0,1,0,0,0,1,1,0,0,0
2805,0,0,0,0,0,0,0,0,0,0
2806,0,1,0,0,0,0,0,0,0,0
2807,1,1,0,1,1,1,1,0,1,0
2808,1,1,0,1,1,0,1,1,0,1
2809,0,1,0,0,0,0,0,0,0,0
2810,1,1,1,0,0,0,1,0,0,0
2811,0,0,0,0,0,0,0,0,0,0
2812,0,0,0,0,0,0,0,0,0,0
2813,1,1,0,0,1,1,1,0,0,0
2814,1,1,0,0,1,1,1,0,1,1
2815,0,1,0,0,0,0,0,0,0,0
2816,0,1,0,0,0,1,0,0,0,0
2817,0,1,0,0,0,0,0,0,0,0
2818,1,1,1,1,1,1,1,1,1,1
2821,1,1,1,0,0,1,1,0,1,1
2822,0,1,0,0,0,0,0,0,0,0
2824,1,1,1,1,1,1,1,1,1,1
2825,0,1,0,0,1,1,0,0,0,0
2827,0,0,0,0,0,0,0,0,0,0
2828,0,0,0,0,0,0,0,0,0,0
2831,0,1,1,1,1,1,1,1,0,1
2832,1,1,1,0,0,1,1,0,0,1
2834,1,1,1,1,0,1,1,0,1,1
2835,1,1,1,1,1,1,1,1,1,1
2836,0,1,0,0,0,0,1,0,0,0
2837,0,0,0,0,0,0,0,0,0,0
2839,0,0,0,0,0,0,0,0,0,0
2840,0,0,0,0,0,0,0,0,0,0
2843,1,1,1,0,0,1,1,0,0,1
2844,0,1,0,0,1,0,0,0,0,0
2846,0,0,0,0,1,0,0,0,0,0
2849,1,1,1,1,1,1,1,1,1,1
2850,1,1,0,1,0,1,1,0,0,1
2851,1,1,1,0,1,1,1,1,0,1
2853,0,1,1,0,1,1,0,0,0,0
2854,0,1,0,0,0,0,0,0,0,0
2856,0,0,0,0,0,1,0,0,0,0
2858,1,1,0,1,1,1,1,1,1,0
2859,0,1,0,0,0,0,0,0,0,0
2860,0,0,0,0,0,0,0,0,0,0
2861,0,0,0,0,0,0,0,0,0,0
2864,0,1,0,0,0,0,0,0,0,0
2868,0,1,1,0,1,1,1,0,0,1
2871,0,1,0,0,0,1,1,0,0,0
2878,0,1,1,1,1,1,1,0,1,1
2880,0,1,0,0,0,0,0,0,0,0
2881,1,1,1,0,1,0,1,0,0,1
2883,0,0,0,0,0,0,0,0,0,0
2884,0,1,0,0,0,0,0,0,0,0
2885,1,1,1,1,1,0,1,0,0,1
2887,1,1,1,1,1,1,1,0,1,1
2904,0,1,0,0,0,0,0,0,0,0
2905,1,1,1,1,1,1,1,1,0,1
2906,0,1,0,1,0,0,0,0,1,0
2907,0,1,0,0,0,1,0,0,0,0
2908,0,1,0,0,0,0,0,0,0,0
2911,1,1,1,1,0,1,1,0,1,1
2913,0,0,0,0,0,0,1,0,0,0
2914,1,1,1,0,1,1,1,0,0,1
2915,0,1,1,0,1,1,0,1,0,1
2917,0,0,0,0,0,0,0,0,0,0
2918,1,1,1,1,1,1,1,1,1,1
2919,NA,1,NA,NA,0,NA,NA,NA,NA,NA
2920,1,1,0,1,0,1,1,0,0,1
2921,0,0,0,0,0,0,0,0,0,0
2922,0,0,0,0,0,0,0,0,0,0
2925,0,1,0,0,0,0,0,0,0,1
2927,0,1,0,0,0,0,0,0,0,0
2929,1,1,1,1,1,1,1,1,0,1
2931,0,0,0,0,0,0,0,0,0,0
2932,0,0,0,0,0,0,0,0,0,0
2933,0,1,0,0,0,0,0,0,0,0
2934,1,1,1,1,1,1,1,1,1,1
2936,0,0,0,0,0,0,0,0,0,0
2937,0,1,NA,0,0,0,0,NA,0,0
2938,0,1,0,0,0,1,0,0,0,0
2939,1,1,1,1,1,1,1,0,1,0
2940,1,1,1,1,1,1,1,0,1,1
2942,0,1,0,1,0,1,0,1,1,1
2944,0,0,0,0,0,0,0,0,0,0
2946,1,1,1,1,1,1,1,1,1,1
2947,0,0,0,0,0,0,0,0,0,0
2949,0,1,0,0,1,1,1,0,1,1
2950,1,1,0,0,1,1,1,0,1,0
2951,1,1,1,1,1,1,1,1,1,1
2952,0,1,0,0,1,1,1,0,0,1
2953,1,1,1,0,1,1,1,0,1,1
2954,0,0,0,0,0,0,0,0,0,0
2955,0,1,0,0,0,1,1,0,0,0
2956,0,1,0,0,0,0,0,0,0,0
2959,1,1,1,1,1,1,1,1,1,1
2963,0,0,0,0,0,0,0,0,0,1
2964,1,1,1,0,1,1,1,0,0,1
2968,1,1,1,1,1,1,1,1,1,1
2969,1,1,1,0,1,1,1,0,0,1
2970,1,1,0,0,0,0,0,0,0,0
2971,0,1,1,1,1,1,1,1,1,1
2973,0,0,0,0,0,0,0,0,0,0
2976,1,1,1,0,1,1,1,0,1,1
2978,0,1,0,0,0,0,0,0,0,0
2979,0,0,0,0,0,0,0,0,0,0
2980,0,0,0,0,0,0,0,0,0,0
2982,1,1,1,1,1,1,1,0,1,1
2986,0,0,0,0,0,0,0,0,0,0
2987,0,1,0,0,0,0,0,0,0,0
2988,1,1,1,0,1,1,1,1,1,1
2990,0,0,0,0,0,0,0,0,0,0
2996,1,1,1,0,1,1,1,1,1,1
2997,0,1,0,0,0,0,0,0,0,0
3017,0,1,0,0,0,0,0,0,0,0
3018,0,1,0,0,0,0,0,0,0,0
3023,1,1,1,1,1,1,1,1,0,1
3024,1,1,0,0,1,0,1,0,0,0
3026,1,1,1,1,1,1,1,0,1,1
3027,0,1,1,0,1,1,1,0,1,0
3028,0,0,0,0,0,0,0,0,0,0
3029,1,1,0,1,0,1,1,0,0,1
3030,1,1,1,1,1,1,1,1,1,1
3033,1,1,1,0,1,1,0,0,0,1
3034,1,1,1,1,1,1,1,0,1,0
3035,0,0,0,0,1,0,0,0,0,0
3036,0,0,0,0,0,1,0,0,0,0
3037,0,0,0,0,0,0,0,0,0,0
3038,1,1,1,0,1,1,1,0,1,1
3039,1,1,0,1,1,1,1,1,1,1
3042,0,0,0,0,0,0,0,0,0,0
3043,0,1,0,0,1,1,0,0,0,0
3044,0,1,0,0,0,0,0,0,0,0
3047,0,0,0,0,0,1,0,0,0,0
3049,0,1,0,1,0,1,0,0,0,0
3050,1,1,1,0,1,1,1,0,1,1
3051,0,1,0,0,0,1,1,0,0,0
3052,0,0,0,0,0,0,0,0,0,0
3053,0,1,0,0,0,0,0,0,0,0
3054,0,1,0,0,0,1,0,0,0,0
3055,0,1,0,0,0,0,0,0,0,0
3056,0,0,0,0,0,0,0,0,0,0
3058,0,0,0,0,0,0,0,0,0,0
3059,1,1,1,0,1,1,1,0,1,1
3060,0,1,0,0,0,0,0,0,0,0
3061,1,1,1,1,1,1,1,1,0,0
3062,1,1,0,1,1,1,1,0,1,1
3064,1,1,1,1,1,1,1,0,1,1
3065,1,1,0,1,1,1,1,1,1,1
3066,1,1,1,1,0,1,1,1,1,1
3067,0,1,0,0,0,1,0,0,0,0
3070,0,1,0,0,0,0,0,0,0,0
3071,0,0,0,0,0,0,0,0,0,0
3072,0,1,1,1,1,1,0,1,0,1
3073,0,0,0,0,0,0,0,0,0,0
3074,0,0,0,0,0,0,0,0,0,0
3075,1,1,1,1,1,1,1,0,1,1
3076,0,0,0,0,0,0,0,0,0,0
3077,1,1,1,1,1,1,1,0,0,1
3078,1,1,1,1,1,1,1,1,1,1
3080,1,1,1,0,1,1,1,0,1,1
3081,0,0,0,0,0,0,0,0,0,0
3082,0,1,0,1,0,1,0,0,0,1
3084,1,1,1,0,1,1,1,1,0,1
3086,0,0,0,0,0,0,0,0,0,0
3088,1,1,1,1,1,1,1,0,1,0
3090,0,0,0,0,0,0,0,0,0,0
3091,1,1,0,1,1,1,1,1,1,1
3092,0,0,0,0,1,0,0,0,0,0
3093,0,0,0,0,0,0,0,0,0,0
3095,0,1,0,0,0,1,0,0,0,0
3097,0,1,0,0,0,0,0,0,0,0
3098,0,1,0,0,0,0,0,0,0,0
3099,0,0,0,0,0,0,1,0,0,0
3100,0,0,0,0,0,0,0,0,0,0
3101,0,1,1,0,0,1,1,0,0,1
3102,0,0,0,0,0,0,0,0,0,0
3103,0,1,0,0,0,0,0,0,0,0
3104,0,1,1,1,1,1,0,1,1,1
3105,1,1,1,1,1,1,1,1,1,1
3106,0,0,0,0,0,0,0,0,0,0
3107,0,1,0,0,0,0,0,0,0,0
3108,0,1,0,0,0,0,0,0,0,0
3109,0,0,0,0,0,0,0,0,0,0
3110,0,1,0,1,0,1,1,1,0,0
3111,0,1,0,0,0,1,1,0,0,0
3112,0,1,0,0,0,0,0,0,0,0
3114,0,0,0,0,0,0,0,0,0,0
3115,1,1,0,1,1,1,1,0,0,1
3117,0,1,0,0,0,1,1,0,0,0
3120,1,1,1,0,0,1,1,1,0,1
3121,0,1,1,1,1,1,1,1,0,1
3122,0,1,0,0,0,1,1,0,0,0
3124,0,1,1,1,1,1,1,0,1,1
3125,1,1,1,1,1,1,1,0,0,1
3126,1,1,1,0,1,1,1,0,0,1
3127,0,1,0,0,0,1,1,0,0,0
3128,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
3129,0,1,0,0,0,0,1,0,0,0
3130,0,0,0,0,0,0,0,0,0,0
3131,0,0,0,0,0,0,0,0,0,0
3132,0,1,0,0,0,0,0,0,0,0
3134,1,1,1,1,1,1,1,0,1,1
3136,1,1,1,1,1,1,0,0,0,1
3138,0,0,0,0,0,0,0,0,0,0
3139,0,0,0,0,0,1,1,0,0,0
3140,0,1,0,0,0,0,0,0,0,0
3141,1,1,1,1,1,1,1,1,1,1
3144,0,1,0,0,0,1,0,0,0,0
3145,0,0,0,0,0,0,0,0,0,0
3146,1,1,1,1,1,1,1,1,1,1
3147,0,0,0,0,0,0,0,0,0,0
3148,0,1,0,0,0,1,0,0,0,0
3149,0,1,0,0,0,0,0,0,0,0
3150,0,NA,0,0,NA,0,0,0,0,0
3152,0,1,0,0,0,0,0,0,0,0
3153,0,0,0,0,0,0,0,0,0,0
3154,1,1,1,1,0,1,1,0,0,1
3155,1,1,0,0,0,0,0,0,0,0
3157,0,1,0,0,0,0,0,0,0,0
3158,1,1,1,1,1,1,1,1,1,1
3159,1,1,0,0,0,1,1,0,0,0
3162,0,1,1,1,1,1,1,0,1,1
3165,0,0,0,0,0,0,0,0,0,0
3166,0,1,0,0,0,0,0,0,0,0
3170,0,0,0,0,0,0,0,0,0,0
3171,0,1,0,0,0,0,0,0,0,0
3172,0,1,0,0,0,0,1,0,0,0
3174,0,1,0,0,0,0,1,0,0,0
3177,0,1,0,0,0,0,0,0,0,0
3178,0,0,0,0,0,0,0,0,0,0
3179,0,0,0,0,0,1,1,0,0,0
3180,1,1,1,0,1,1,1,0,0,0
3181,0,0,0,0,0,0,0,0,0,0
3182,1,1,1,0,1,1,1,0,1,1
3183,0,0,0,0,0,0,0,0,0,0
3184,0,0,0,0,0,0,0,0,0,0
3185,0,1,0,0,0,0,0,0,0,0
3186,0,0,0,0,0,0,0,0,0,0
3187,1,1,0,1,1,1,1,1,0,1
3190,0,0,0,0,0,0,0,0,0,0
3191,0,0,0,0,0,0,0,0,0,0
3193,0,0,0,0,0,0,0,0,0,0
3195,0,1,0,0,1,1,0,0,0,0
3196,0,1,0,0,0,1,1,0,0,0
3199,1,1,1,0,1,1,0,0,1,1
3200,1,1,0,0,0,0,0,0,1,0
3201,1,1,1,1,1,1,1,0,1,0
3205,0,0,0,0,0,0,0,0,0,0
3207,0,1,0,0,0,0,0,0,0,0
3209,0,0,0,0,0,0,0,0,0,0
3215,0,1,0,0,0,0,0,0,0,0
3217,0,1,1,1,0,1,1,1,0,1
3218,0,0,0,0,0,0,0,0,0,0
3219,0,1,0,0,0,1,0,0,0,1
3220,0,0,0,0,1,0,0,0,0,0
3223,0,0,0,0,0,0,0,0,0,0
3225,0,1,0,0,1,1,0,1,1,0
3227,1,1,1,1,0,1,1,0,1,1
3228,0,0,0,0,0,1,0,0,0,0
3238,1,1,1,1,1,1,1,1,1,1
3242,0,1,0,0,0,0,0,0,0,0
3243,0,1,0,0,0,0,0,0,0,0
3247,0,0,0,0,1,0,0,0,0,0
3248,0,1,0,1,1,1,1,1,1,1
3249,0,0,0,0,0,0,0,0,0,0
3250,1,1,1,0,1,1,1,0,1,1
3251,1,1,0,0,1,1,1,0,1,1
3253,0,0,0,0,0,0,0,0,0,0
3256,1,1,1,0,1,1,1,1,1,1
3257,0,1,0,0,0,1,0,0,0,0
3258,0,0,0,0,0,0,0,0,0,0
3259,1,1,1,0,1,1,1,1,1,1
3260,0,1,0,0,0,0,0,0,0,0
3262,0,1,0,0,1,1,1,0,0,0
3265,1,1,1,1,1,1,1,1,1,1
3266,0,0,0,0,0,0,0,0,0,0
3269,0,0,0,0,0,0,0,0,0,0
3270,1,1,0,0,0,1,1,0,0,1
